"Michigan#0","0","http://dbpedia.org/ontology/Colour http://dbpedia.org/ontology/TelevisionEpisode http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Book http://dbpedia.org/ontology/WrittenWork"
"A_Song_of_Ice_and_Fire#0","1","http://dbpedia.org/ontology/Book http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"2012_Jeju_United_FC_season#6","3","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/SoccerPlayer"
"April_1956_tornado_outbreak#0","2","http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Company"
"Eckington_and_Renishaw_railway_station#0","0",""
"American_Championship_car_racing#2","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Person"
"United_States_House_of_Representatives_elections,_1790#Delaware#17","2",""
"22nd_National_Film_Awards#0","0","http://dbpedia.org/ontology/Organisation"
"AIM-9_Sidewinder#0","0",""
"Wenvoe_transmitting_station#8","3","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Mary-Ann_Eisel#0","1","http://dbpedia.org/ontology/Tournament"
"1920_Pittsburgh_Pirates_season#1","0","http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/City"
"2014_Kvalserien#0","0","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/SportsTeam"
"2000%E2%80%9301_Serie_A#4","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/SoccerPlayer http://dbpedia.org/ontology/Athlete"
"Of_Montreal_discography#0","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Software"
"St._Andrew%E2%80%94St._Patrick#4","1","http://dbpedia.org/ontology/PoliticalParty http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Organisation"
"List_of_international_goals_scored_by_Thierry_Henry#0","0","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Band http://dbpedia.org/ontology/Group http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Election http://dbpedia.org/ontology/Tournament http://dbpedia.org/ontology/Magazine http://dbpedia.org/ontology/PeriodicalLiterature http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"Peter_Straughan#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Wikidata:Q11424 http://dbpedia.org/ontology/Work"
"Russia_at_the_2010_Summer_Youth_Olympics#26","0",""
"1975_in_Canadian_television#1","0","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"2009%E2%80%9310_Stockport_County_F.C._season#12","0","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/SoccerPlayer"
"York_City_F.C.#1","1","http://dbpedia.org/ontology/Animal http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Insect http://dbpedia.org/ontology/Species http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Wikidata:Q11424 http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WorldHeritageSite http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"List_of_bridge_failures#2","0","http://dbpedia.org/ontology/Bridge http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place"
"United_States_House_of_Representatives_elections,_1956#Iowa#42","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Person"
"4th_Chess_Olympiad#1","0","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/ChessPlayer http://dbpedia.org/ontology/Person"
"Masters_W55_discus_world_record_progression#0","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/Person"
"International_cricket_in_2009%E2%80%9310#2","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Mil-Mu%C4%9Fan_FK#0","1","http://dbpedia.org/ontology/SoccerTournament http://dbpedia.org/ontology/FootballMatch"
"2008%E2%80%9309_Chicago_Blackhawks_season#6","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/RugbyPlayer http://dbpedia.org/ontology/IceHockeyPlayer http://dbpedia.org/ontology/WinterSportPlayer"
"2010%E2%80%9311_La_Liga#4","0","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"Muine_Bheag_halt#0","0","http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Town http://dbpedia.org/ontology/City"
"Blender_(software)#2","0","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/AnatomicalStructure http://dbpedia.org/ontology/Nerve http://dbpedia.org/ontology/AcademicJournal http://dbpedia.org/ontology/PeriodicalLiterature http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork http://dbpedia.org/ontology/Band http://dbpedia.org/ontology/Group http://dbpedia.org/ontology/Language"
"2009_Archery_World_Cup#4","5","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"2009_Archery_World_Cup#4","6","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"2009_Archery_World_Cup#4","4","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"2000%E2%80%9301_Coppa_Italia#0","0","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Mammal"
"Carl_Valentine#0","2","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"Matt_Hannon#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Wikidata:Q11424 http://dbpedia.org/ontology/Work"
"G%C3%A9raldine_Baz%C3%A1n#1","1","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"Cillian_Murphy_on_stage_and_screen#5","1","http://dbpedia.org/ontology/Award"
"2013_BMW_PGA_Championship#0","0","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/GolfPlayer http://dbpedia.org/ontology/Person"
"List_of_Guitar_Freaks_and_Drum_Mania_songs#66","0","http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"1917%E2%80%9318_in_English_football#0","0","http://dbpedia.org/ontology/SoccerTournament http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerLeague http://dbpedia.org/ontology/SportsLeague"
"2013_Blues_season#0","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/RugbyPlayer"
"2011_Southeastern_Conference_football_season#6","2","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region http://dbpedia.org/ontology/Settlement"
"List_of_tallest_buildings_in_Aurora,_Colorado#0","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/HistoricPlace http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place"
"List_of_snack_foods_from_the_Indian_subcontinent#1","0","http://dbpedia.org/ontology/Food"
"2011%E2%80%9312_Columbus_Blue_Jackets_season#4","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/IceHockeyPlayer http://dbpedia.org/ontology/WinterSportPlayer"
"2014_Dhivehi_League#8","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam http://dbpedia.org/ontology/SoccerClub"
"Somerset_%26_Dorset_Railway_Heritage_Trust#0","6",""
"Peter_Mullan#0","1","http://dbpedia.org/ontology/Work"
"National_Register_of_Historic_Places_listings_in_Alabama#Chilton_County#19","1","http://dbpedia.org/ontology/HistoricPlace http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Building"
"Raymond_Floyd#1","2","http://dbpedia.org/ontology/SportsEvent http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/GolfTournament http://dbpedia.org/ontology/SocietalEvent http://dbpedia.org/ontology/Tournament"
"2007_Cape_Verdean_Football_Championships#2","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"East_34th_Street_Ferry_Landing#0","0","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"John_Paul_Sr._(racing_driver)#0","1",""
"Breathe_Slow#0","0","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/MusicalArtist"
"1994_Grambling_State_Tigers_football_team#0","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/University http://dbpedia.org/ontology/VideoGame http://dbpedia.org/ontology/Place"
"1934_FIFA_World_Cup_qualification#7","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Band http://dbpedia.org/ontology/Group http://dbpedia.org/ontology/Organisation"
"Anupam_Bhattacharya#1","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/FictionalCharacter http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Wikidata:Q11424 http://dbpedia.org/ontology/Work"
"Emmeloord#0","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Station http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"Federal_Correctional_Institution,_Fort_Dix#0","0","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/Criminal http://dbpedia.org/ontology/Person"
"2009_Malaysia_Cup#0","0","http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"74th_(Yeomanry)_Division#0","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/MilitaryUnit http://dbpedia.org/ontology/Organisation"
"U.S._Catanzaro_1929#2","0","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Artist http://dbpedia.org/ontology/Painter http://dbpedia.org/ontology/Person"
"List_of_2016_box_office_number-one_films_in_the_United_Kingdom#0","4","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Wikidata:Q11424 http://dbpedia.org/ontology/Work"
"1903%E2%80%9304_Swiss_Serie_A#1","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"Air_Kyrgyzstan#0","1","http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"2006%E2%80%9307_Chester_City_F.C._season#2","2","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"2014_Kumho_Tyres_V8_Touring_Car_Series#1","1","http://dbpedia.org/ontology/MotorsportSeason"
"List_of_streets_in_Baltimore#Highland_Avenue#4","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Road http://dbpedia.org/ontology/RouteOfTransportation http://dbpedia.org/ontology/Building"
"PFA_Team_of_the_Year_(2000s)#0","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Book http://dbpedia.org/ontology/WrittenWork"
"2012%E2%80%9313_TFF_First_League#6","1",""
"Hideya_Tawada#1","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Wikidata:Q11424 http://dbpedia.org/ontology/Work"
"25th_Parliament_of_British_Columbia#2","0","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/MeanOfTransportation http://dbpedia.org/ontology/Rocket"
"Television_in_Angola#0","0","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Broadcaster http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Station http://dbpedia.org/ontology/TelevisionStation"
"Hylton_Viaduct#0","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Bridge http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/RouteOfTransportation"
"Isle_of_Man_Railway_locomotives#3","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Engineer http://dbpedia.org/ontology/Person"
"Elections_in_Guam#0","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Magazine http://dbpedia.org/ontology/PeriodicalLiterature http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"List_of_ALA_awards#0","0","http://dbpedia.org/ontology/Award"
"1999_Rhein_Fire_season#0","2","http://dbpedia.org/ontology/Person"
"List_of_The_Transformers_characters#17","1",""
"Police_authority#0","0","http://dbpedia.org/ontology/MilitaryUnit"
"IEC_27002#0","0","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"2014_Acceleration_at_Navarra#3","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/RacingDriver"
"John_Taylor_(Mormon)#0","0","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Artist http://dbpedia.org/ontology/MusicalArtist http://dbpedia.org/ontology/Person"
"Index_of_Windows_games_(S)#0","0","http://dbpedia.org/ontology/Software http://dbpedia.org/ontology/VideoGame http://dbpedia.org/ontology/Work"
"United_States_House_of_Representatives_elections,_1956#Iowa#14","1","http://dbpedia.org/ontology/Person"
"NightMoves_Award#38","2",""
"Belfast_North_(Assembly_constituency)#1","2","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/OfficeHolder http://dbpedia.org/ontology/Person"
"RTC_Transit#5","0",""
"Lee%E2%80%93Enfield#Ekins_Automatic_Rifle#2","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Gale_Agbossoumonde#0","2","http://dbpedia.org/ontology/Band http://dbpedia.org/ontology/SoccerLeague"
"2009%E2%80%9310_Airdrie_United_F.C._season#0","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam http://dbpedia.org/ontology/SoccerClubSeason http://dbpedia.org/ontology/SportsSeason http://dbpedia.org/ontology/SportsTeamSeason"
"Yori_Boy_Campas#0","2","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Person"
"Women%27s_Kisei#0","1","http://dbpedia.org/ontology/Person"
"Spark_(Marit_Larsen_album)#1","0",""
"Wutzkyallee_(Berlin_U-Bahn)#0","0",""
"1933%E2%80%9334_Prima_Divisione#10","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"Archive_19#0","2","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Person"
"2010%E2%80%9311_Be%C5%9Fikta%C5%9F_J.K._season#4","1","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"Meanings_of_minor_planet_names:_69001%E2%80%9370000#0","0","http://dbpedia.org/ontology/CelestialBody http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Planet"
"2004_Minnesota_Golden_Gophers_football_team#0","2","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/University"
"List_of_high_schools_in_Indiana#13","0","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/School"
"South_Korea_national_football_team_results_%E2%80%93_1980s#6","6","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/SoccerManager http://dbpedia.org/ontology/SportsManager"
"Munster_Senior_Hurling_Championship#0","0","http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Town http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/City"
"List_of_awards_and_nominations_received_by_Justin_Bieber#33","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/MusicalArtist http://dbpedia.org/ontology/Person"
"2011_Buffalo_Bulls_football_team#0","2","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/University http://dbpedia.org/ontology/River http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region http://dbpedia.org/ontology/Park http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Museum http://dbpedia.org/ontology/SportsTeam http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Single http://dbpedia.org/ontology/Work"
"2012_Avispa_Fukuoka_season#0","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"FIFA_World_Cup_awards#FIFA_Fair_Play_Trophy#4","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/SoccerPlayer http://dbpedia.org/ontology/SoccerManager http://dbpedia.org/ontology/SportsManager"
"2004_Los_Angeles_Dodgers_season#5","0","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Person"
"2010%E2%80%9311_Serie_B#4","0","http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"2005%E2%80%9306_Aston_Villa_F.C._season#0","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"List_of_awards_and_nominations_received_by_Angelina_Jolie#13","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Wikidata:Q11424 http://dbpedia.org/ontology/Work"
"Greg_Norman#3","2","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/GolfTournament http://dbpedia.org/ontology/SocietalEvent http://dbpedia.org/ontology/SportsEvent http://dbpedia.org/ontology/Tournament"
"Learn_to_Fly_(a1_song)#0","0",""
"List_of_2016_albums#0","1","http://dbpedia.org/ontology/Agent"
"Tar_(computing)#Compression_and_naming#1","1","http://dbpedia.org/ontology/Person"
"2015%E2%80%9316_Orlando_Magic_season#8","2","http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"Steve_Hoban#2","0","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"List_of_Georgia_Institute_of_Technology_faculty#5","0","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Scientist http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Supreme_Court_of_Texas#0","0","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/OfficeHolder http://dbpedia.org/ontology/Person"
"List_of_Tenochtitlan_rulers#1","0",""
"Yang_Rong_(actress)#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Wikidata:Q11424 http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/AnatomicalStructure"
"2013_World_Junior_Curling_Championships#17","0","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Location http://dbpedia.org/ontology/MusicalArtist http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Person"
"British_Rail_Class_108#1","5","http://dbpedia.org/ontology/RailwayLine"
"List_of_Ramsar_wetlands_of_international_importance#79","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Location"
"A._K._Lohithadas#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Wikidata:Q11424 http://dbpedia.org/ontology/Work"
"2015%E2%80%9316_Southern_Football_League#0","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"2011_European_Diving_Championships#2","1",""
"2011_European_Diving_Championships#2","5",""
"32nd_Blue_Dragon_Film_Awards#0","0","http://dbpedia.org/ontology/Award"
"2012_CAF_Champions_League#3","0","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"United_States_House_of_Representatives_elections,_1956#Tennessee#47","1","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Person"
"RoadRunner_(division)#0","3","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Band http://dbpedia.org/ontology/Group http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Wikidata:Q11424 http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/MilitaryPerson http://dbpedia.org/ontology/Person"
"Meilan_Railway_Station#0","0",""
"2015_World_Rally_Championship_season#16","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/RacingDriver"
"Andrei_Novoselov#5","0","http://dbpedia.org/ontology/SoccerTournament http://dbpedia.org/ontology/Person"
"2013%E2%80%9314_Midlands_football_leagues_(levels_9%E2%80%9310)#5","0","http://dbpedia.org/ontology/Agent http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
